#,CPU,Type,Performance,Cores / threads,Year,TDP,Brand
1,Intel Xeon 6960P,server,74.09,72 / 144,2024,500 W,Intel
1238,Intel Pentium Gold 7505,notebook,2.93,2 / 4,2020,2.5 W,Intel
1239,Intel Core i7-3615QM,notebook,2.93,4 / 8,2012,45 W,Intel
1240,Intel Xeon E3-1230,server,2.92,4 / 8,2011,80 W,Intel
1241,Intel Xeon D-1527,server,2.91,4 / 8,2015,35 W,Intel
1242,Intel Core i7-3630QM,notebook,2.91,4 / 8,2012,45 W,Intel
1243,Intel Core i7-3610QM,notebook,2.91,4 / 8,2012,45 W,Intel
1244,Intel Core i5-4590S,desktop,2.91,4 / 4,2014,65 W,Intel
1245,Intel Xeon E3-1235,server,2.90,4 / 8,2011,95 W,Intel
1246,Intel Xeon W-2102,server,2.89,4 / 4,2017,120 W,Intel
1247,Intel Xeon E3-1505L v5,server,2.88,4 / 8,2015,25 W,Intel
1248,Intel Core i5-7300HQ,notebook,2.88,4 / 4,2017,45 W,Intel
1249,Intel Core i5-5575R,desktop,2.88,4 / 4,2015,65 W,Intel
1250,Intel Xeon X5677,server,2.87,4 / 8,2010,130 W,Intel
1251,Intel Xeon E3-1265L v2,server,2.86,4 / 8,2012,45 W,Intel
1252,Intel Atom C3858,server,2.86,12 / 12,2017,25 W,Intel
1253,Intel Processor N95,notebook,2.86,4 / 4,2023,0 W,Intel
1254,Intel Xeon X5672,server,2.86,4 / 8,2011,95 W,Intel
1255,Intel Core i7-4765T,desktop,2.85,4 / 8,2013,35 W,Intel
1256,Intel Core i7-4770TE,desktop,2.85,4 / 8,2013,45 W,Intel
1257,Intel Core i5-6440HQ,notebook,2.85,4 / 4,2015,1 W,Intel
1258,Intel Core i5-4570S,desktop,2.85,4 / 4,2013,65 W,Intel
1259,Intel Xeon E3-1235L v5,server,2.84,4 / 4,2015,25 W,Intel
1260,Intel Xeon E5-2420,server,2.84,6 / 12,2012,95 W,Intel
1261,Intel Core i5-3570K,desktop,2.82,4 / 4,2012,77 W,Intel
1262,Intel Xeon E5645,server,2.80,6 / 12,2010,80 W,Intel
1263,Intel Xeon E5-1607 v3,server,2.80,4 / 4,2014,140 W,Intel
1264,Intel Core i5-3570,desktop,2.80,4 / 4,2012,77 W,Intel
1265,Intel Core i7-3612QE,notebook,2.80,4 / 8,2012,35 W,Intel
1266,Intel Xeon D-1520,server,2.79,4 / 8,2015,45 W,Intel
1267,Intel Core i5-6500TE,desktop,2.79,4 / 4,2015,35 W,Intel
1268,Intel Core i5-4460,desktop,2.79,4 / 4,2014,84 W,Intel
1269,Intel Core i3-7350K,desktop,2.77,2 / 4,2017,60 W,Intel
1270,Intel Xeon E5-1410,server,2.75,4 / 8,2012,80 W,Intel
1271,Intel Core i7-8665UE,notebook,2.75,4 / 8,2018,15 W,Intel
1272,Intel Core i5-7442EQ,desktop,2.74,4 / 4,2017,25 W,Intel
1273,Intel Core i3-7320,desktop,2.74,2 / 4,2017,51 W,Intel
1274,Intel Core i3-1005G1,notebook,2.74,2 / 4,2019,15 W,Intel
1275,Intel Xeon X7460,server,2.72,6 / 6,2008,130 W,Intel
1276,Intel Xeon Bronze 3204,server,2.72,6 / 6,2019,85 W,Intel
1277,Intel Core i5-4440,desktop,2.72,4 / 4,2013,84 W,Intel
1278,Intel Core i5-3550,desktop,2.71,4 / 4,2012,77 W,Intel
1279,Intel N250,notebook,2.71,4 / 4,2025,−,Intel
1280,Intel Core i5-6500T,desktop,2.70,4 / 4,2015,35 W,Intel
1281,Intel Core i7-3632QM,notebook,2.70,4 / 8,2012,35 W,Intel
1282,Intel N200,notebook,2.68,4 / 4,2023,6 W,Intel
1283,Intel Core i7-3635QM,notebook,2.68,4 / 8,2012,45 W,Intel
1284,Intel Core i7-2960XM,notebook,2.67,4 / 8,2011,55 W,Intel
1285,Intel Xeon E3-1225 v2,server,2.67,4 / 4,2012,77 W,Intel
1286,Intel Xeon E5-1603 v4,server,2.67,4 / 4,2016,140 W,Intel
1287,Intel Xeon X5667,server,2.66,4 / 8,2010,95 W,Intel
1288,Intel Core i5-7400T,desktop,2.66,4 / 4,2017,35 W,Intel
1289,Intel Core i5-3570S,desktop,2.66,4 / 4,2012,65 W,Intel
1290,Intel Xeon E3-1220 v2,server,2.65,4 / 4,2012,69 W,Intel
1291,Intel Core i5-6300HQ,notebook,2.65,4 / 4,2015,1 W,Intel
1292,Intel Core i5-3470,desktop,2.64,4 / 4,2012,77 W,Intel
1293,Intel Core i7-3612QM,notebook,2.64,4 / 8,2012,35 W,Intel
1294,Intel Xeon L5640,server,2.64,6 / 12,2010,60 W,Intel
1295,Intel Core i5-4430,desktop,2.64,4 / 4,2013,84 W,Intel
1296,Intel Core i5-4460S,desktop,2.63,4 / 4,2014,65 W,Intel
1297,Intel Core i7-2600S,desktop,2.63,4 / 8,2011,65 W,Intel
1298,Intel Core i7-6970HQ,notebook,2.63,4 / 8,2016,1 W,Intel
1299,Intel Core i5-4690T,desktop,2.62,4 / 4,2014,45 W,Intel
1300,Intel Atom C3758,server,2.62,8 / 8,2017,25 W,Intel
1301,Intel Core 2 Extreme QX9770,desktop,2.61,4 / 4,2008,136 W,Intel
1302,Intel Core i7-2860QM,notebook,2.61,4 / 8,2011,45 W,Intel
1303,Intel Core i3-9100TE,desktop,2.60,4 / 4,2019,35 W,Intel
1304,Intel Core i3-1115GRE,notebook,2.60,2 / 4,2020,15 W,Intel
1305,Intel Core i5-4570R,desktop,2.60,4 / 4,2013,65 W,Intel
1306,Intel Xeon D-1518,server,2.59,4 / 8,2015,35 W,Intel
1307,Intel Core i3-7300,desktop,2.56,2 / 4,2017,51 W,Intel
1308,Intel Xeon E5-2603 v4,server,2.56,6 / 6,2016,85 W,Intel
1309,Intel Core i5-3450,desktop,2.56,4 / 4,2012,77 W,Intel
1310,Intel Pentium Gold G6605,desktop,2.55,2 / 4,2021,58 W,Intel
1311,Intel Core i5-4670T,desktop,2.55,4 / 4,2013,45 W,Intel
1312,Intel Core i5-6442EQ,desktop,2.54,4 / 4,2015,25 W,Intel
1313,Intel Xeon E5-2609 v3,server,2.53,6 / 6,2014,85 W,Intel
1314,Intel Xeon E5-1603 v3,server,2.53,4 / 4,2014,140 W,Intel
1315,Intel Celeron G6900,desktop,2.53,2 / 2,2022,46 W,Intel
1316,Intel Core i5-3550S,desktop,2.52,4 / 4,2012,65 W,Intel
1317,Intel Xeon X5647,server,2.52,4 / 8,2011,130 W,Intel
1318,Intel Core i3-8100H,notebook,2.52,4 / 4,2018,1 W,Intel
1319,Intel Core i3-7101E,desktop,2.51,2 / 4,2017,54 W,Intel
1320,Intel Pentium 6805,notebook,2.51,2 / 4,2020,15 W,Intel
1321,Intel Core i3-6320,desktop,2.51,2 / 4,2015,51 W,Intel
1322,Intel Xeon L5639,server,2.51,6 / 12,2011,60 W,Intel
1323,Intel Core i5-3450S,desktop,2.49,4 / 4,2012,65 W,Intel
1324,Intel Xeon Bronze 3104,server,2.49,6 / 6,2017,85 W,Intel
1325,Intel Core i7-2820QM,notebook,2.48,4 / 8,2011,45 W,Intel
1326,Intel Core i5-4430S,desktop,2.48,4 / 4,2013,65 W,Intel
1327,Intel Core i5-3470S,desktop,2.48,4 / 4,2012,65 W,Intel
1328,Intel Pentium Gold G6505,desktop,2.48,2 / 4,2021,58 W,Intel
1329,Intel Core i5-4440S,desktop,2.48,4 / 4,2013,65 W,Intel
1330,Intel Core i7-2920XM,notebook,2.46,4 / 8,2011,55 W,Intel
1331,Intel Core i3-6300,desktop,2.46,2 / 4,2015,51 W,Intel
1332,Intel Core i5-3475S,desktop,2.45,4 / 4,2012,65 W,Intel
1333,Intel Core i5-3350P,desktop,2.45,4 / 4,2012,69 W,Intel
1334,Intel Core i7-2760QM,notebook,2.45,4 / 8,2011,45 W,Intel
1335,Intel Core i3-7100,desktop,2.44,2 / 4,2017,51 W,Intel
1336,Intel Processor N150,notebook,2.43,4 / 4,2024,0 W,Intel
1337,Intel Core i5-2450P,desktop,2.42,4 / 4,2012,95 W,Intel
1338,Intel Celeron G6900E,desktop,2.42,2 / 2,2022,46 W,Intel
1339,Intel Core i3-8121U,notebook,2.42,2 / 4,2018,512 W,Intel
1340,Intel Core i3-6100,desktop,2.42,2 / 4,2015,51 W,Intel
1341,Intel Core i5-6350HQ,notebook,2.41,4 / 4,2016,45 W,Intel
1342,Intel Pentium Gold G5620,desktop,2.41,2 / 4,2019,51 W,Intel
1343,Intel Core i5-3340,desktop,2.41,4 / 4,2013,77 W,Intel
1344,Intel Core i5-6400T,desktop,2.41,4 / 4,2015,1 W,Intel
1345,Intel Core i5-2550K,desktop,2.40,4 / 4,2012,95 W,Intel
1346,Intel Core i3-8140U,notebook,2.40,2 / 4,2019,15 W,Intel
1347,Intel Pentium Gold G6600,desktop,2.39,2 / 4,2020,58 W,Intel
1348,Intel Pentium Gold G6500,desktop,2.37,2 / 4,2020,58 W,Intel
1349,Intel Core i3-8109U,notebook,2.37,2 / 4,2018,512 W,Intel
1350,Intel Xeon Gold 6230N,server,2.37,20 / 40,2019,125 W,Intel
1351,Intel Core i3-1110G4,notebook,2.36,2 / 4,2020,15 W,Intel
1352,Intel Core i3-7300T,desktop,2.35,2 / 4,2017,35 W,Intel
1353,Intel Core i5-2500K,desktop,2.35,4 / 4,2011,95 W,Intel
1354,Intel Xeon E5-1607 v2,server,2.35,4 / 4,2013,130 W,Intel
1355,Intel Core i5-10210Y,notebook,2.34,4 / 8,2019,512 W,Intel
1356,Intel Pentium Gold G6400,desktop,2.33,2 / 4,2020,58 W,Intel
1357,Intel Core i5-2500,desktop,2.33,4 / 4,2011,95 W,Intel
1358,Intel Core i5-3330,desktop,2.33,4 / 4,2012,77 W,Intel
1359,Intel Core i7-7567U,notebook,2.32,2 / 4,2017,512 W,Intel
1360,Intel Xeon E3-1260L,server,2.31,4 / 8,2011,45 W,Intel
1361,Intel Core i5-4590T,desktop,2.30,4 / 4,2014,35 W,Intel
1362,Intel Core i7-7660U,notebook,2.30,2 / 4,2017,512 W,Intel
1363,Intel Core i3-7130U,notebook,2.30,2 / 4,2017,512 W,Intel
1364,Intel Celeron N5095A,desktop,2.30,4 / 4,2021,1.5 W,Intel
1365,Intel Atom x7433RE,notebook,2.30,4 / 4,2024,9 W,Intel
1366,Intel Core i3-8145UE,notebook,2.28,2 / 4,2018,15 W,Intel
1367,Intel Core i7-2720QM,notebook,2.28,4 / 8,2011,45 W,Intel
1368,Intel Celeron N5095,desktop,2.28,4 / 4,2021,1.5 W,Intel
1369,Intel Celeron N5105,desktop,2.27,4 / 4,2021,10 W,Intel
1370,Intel Core i3-6300T,desktop,2.26,2 / 4,2015,35 W,Intel
1371,Intel Core i3-6098P,desktop,2.26,2 / 4,2015,54 W,Intel
1372,Intel Core i5-3340S,desktop,2.25,4 / 4,2013,65 W,Intel
1373,Intel Core i3-7101TE,desktop,2.24,2 / 4,2017,35 W,Intel
1374,Intel Core i5-7260U,notebook,2.24,2 / 4,2017,512 W,Intel
1375,Intel Atom C3958,server,2.23,16 / 16,2017,31 W,Intel
1376,Intel Core i5-3330S,desktop,2.22,4 / 4,2012,77 W,Intel
1377,Intel Core i7-2675QM,notebook,2.22,4 / 8,2011,45 W,Intel
1378,Intel Xeon E3-1225,server,2.21,4 / 4,2011,95 W,Intel
1379,Intel Xeon E5640,server,2.20,4 / 8,2010,80 W,Intel
1380,Intel Core i5-3570T,desktop,2.20,4 / 4,2012,45 W,Intel
1381,Intel Core i5-2400,desktop,2.20,4 / 4,2011,95 W,Intel
1382,Intel Xeon E3-1220,server,2.19,4 / 4,2011,80 W,Intel
1383,Intel Core i3-4370,desktop,2.19,2 / 4,2014,54 W,Intel
1384,Intel Pentium Gold G5500,desktop,2.18,2 / 4,2018,51 W,Intel
1385,Intel Pentium Gold G5600,desktop,2.18,2 / 4,2018,51 W,Intel
1386,Intel Core i7-2840QM,notebook,2.18,4 / 8,2011,45 W,Intel
1387,Intel Processor N100,notebook,2.18,4 / 4,2023,0 W,Intel
1388,Intel Core i3-10110U,notebook,2.18,2 / 4,2019,25 W,Intel
1389,Intel Xeon E5-2603 v3,server,2.17,6 / 6,2014,85 W,Intel
1390,Intel Core i5-7360U,notebook,2.17,2 / 4,2017,512 W,Intel
1391,Intel Pentium Gold G6405,desktop,2.16,2 / 4,2021,15 W,Intel
1392,Intel Pentium Gold G6500T,desktop,2.16,2 / 4,2020,35 W,Intel
1393,Intel Core i5-6287U,notebook,2.16,2 / 4,2015,512 W,Intel
1394,Intel Xeon E5-1607,server,2.15,4 / 4,2012,130 W,Intel
1395,Intel Xeon E5630,server,2.15,4 / 8,2010,80 W,Intel
1396,Intel Core i3-8145U,notebook,2.14,2 / 4,2018,15 W,Intel
1397,Intel Core i3-7100T,desktop,2.13,2 / 4,2017,35 W,Intel
1398,Intel Pentium G4620,desktop,2.13,2 / 4,2017,51 W,Intel
1399,Intel Core i7-7560U,notebook,2.13,2 / 4,2017,512 W,Intel
1400,Intel Atom C3708,server,2.13,8 / 8,2017,17 W,Intel
1401,Intel Core i7-2710QE,notebook,2.13,4 / 8,2011,45 W,Intel
1402,Intel Core i7-2670QM,notebook,2.12,4 / 8,2011,45 W,Intel
1403,Intel Core i5-7287U,notebook,2.12,2 / 4,2017,512 W,Intel
1404,Intel Pentium Gold G5400,desktop,2.12,2 / 4,2018,51 W,Intel
1405,Intel Xeon L5638,server,2.10,6 / 12,2010,60 W,Intel
1406,Intel Xeon L5506,server,2.10,4 / 4,2009,60 W,Intel
1407,Intel Pentium Gold G5420,desktop,2.10,2 / 4,2019,54 W,Intel
1408,Intel Pentium Gold G6505T,desktop,2.10,2 / 4,2021,35 W,Intel
1409,Intel Core i7-7600U,notebook,2.09,2 / 4,2017,512 W,Intel
1410,Intel Core i5-2320,desktop,2.09,4 / 4,2011,95 W,Intel
1411,Intel Core i7-6567U,notebook,2.09,2 / 4,2015,512 W,Intel
1412,Intel Core i5-3335S,desktop,2.08,4 / 4,2012,65 W,Intel
1413,Intel Celeron G6900T,desktop,2.08,2 / 2,2022,35 W,Intel
1414,Intel Core i5-2310,desktop,2.08,4 / 4,2011,95 W,Intel
1415,Intel Core i5-4460T,desktop,2.07,4 / 4,2014,35 W,Intel
1416,Intel Core i3-4360,desktop,2.07,2 / 4,2014,54 W,Intel
1417,Intel Core i3-6100T,desktop,2.06,2 / 4,2015,35 W,Intel
1418,Intel Xeon W3580,server,2.06,4 / 8,2009,130 W,Intel
1419,Intel Core i5-2380P,desktop,2.06,4 / 4,2012,95 W,Intel
1420,Intel Core i5-7300U,notebook,2.06,2 / 4,2017,512 W,Intel
1421,Intel Core i7-10510Y,notebook,2.06,4 / 8,2019,512 W,Intel
1422,Intel Core i7-7500U,notebook,2.06,2 / 4,2016,512 W,Intel
1423,Intel Pentium G4600,desktop,2.06,2 / 4,2017,51 W,Intel
1424,Intel Core i7-6660U,notebook,2.06,2 / 4,2016,15 W,Intel
1425,Intel Core i3-4170,desktop,2.06,2 / 4,2014,54 W,Intel
1426,Intel Core i5-7267U,notebook,2.05,2 / 4,2017,512 W,Intel
1427,Intel Xeon E5620,server,2.05,4 / 8,2010,80 W,Intel
1428,Intel Core i3-4350,desktop,2.05,2 / 4,2014,54 W,Intel
1429,Intel Core i7-8500Y,notebook,2.04,2 / 4,2018,512 W,Intel
1430,Intel Core i7-6650U,notebook,2.02,2 / 4,2015,512 W,Intel
1431,Intel Core i7-2630QM,notebook,2.01,4 / 8,2011,45 W,Intel
1432,Intel Pentium Gold G6400T,desktop,2.01,2 / 4,2020,35 W,Intel
1433,Intel Core i7-2635QM,notebook,2.01,4 / 8,2011,45 W,Intel
1434,Intel Pentium G4560,desktop,2.00,2 / 4,2017,51 W,Intel
1435,Intel Core i3-1000NG4,notebook,2.00,2 / 4,2020,9 W,Intel
1436,Intel Core i3-8130U,notebook,2.00,2 / 4,2018,15 W,Intel
1437,Intel Core i7-975,desktop,2.00,4 / 8,2009,130 W,Intel
1438,Intel Xeon E5-2418L,server,1.99,4 / 8,2012,50 W,Intel
1439,Intel Core i3-4160,desktop,1.99,2 / 4,2014,54 W,Intel
1440,Intel Pentium Gold G5600T,desktop,1.98,2 / 4,2019,35 W,Intel
1441,Intel Core i3-4340,desktop,1.98,2 / 4,2013,54 W,Intel
1442,Intel Xeon E5-1603,server,1.97,4 / 4,2012,130 W,Intel
1443,Intel Core i3-4330,desktop,1.97,2 / 4,2013,54 W,Intel
1444,Intel Core i5-2300,desktop,1.97,4 / 4,2011,95 W,Intel
1445,Intel Xeon W5580,server,1.96,4 / 8,2009,130 W,Intel
1446,Intel Core i3-9100HL,desktop,1.96,4 / 4,2019,25 W,Intel
1447,Intel Core i3-7100H,notebook,1.96,2 / 4,2017,512 W,Intel
1448,Intel Xeon X5698,server,1.95,2 / 4,2011,130 W,Intel
1449,Intel Core i7-880,desktop,1.94,4 / 8,2010,95 W,Intel
1450,Intel Core i7-965,desktop,1.94,4 / 8,2008,130 W,Intel
1451,Intel Core i7-6600U,notebook,1.93,2 / 4,2015,512 W,Intel
1452,Intel Core i3-4150,desktop,1.93,2 / 4,2014,54 W,Intel
1453,Intel Core i7-960,desktop,1.93,4 / 8,2009,130 W,Intel
1454,Intel Core i5-2405S,desktop,1.93,4 / 4,2011,65 W,Intel
1455,Intel Xeon E5-4603,server,1.92,4 / 8,2012,95 W,Intel
1456,Intel Xeon W3565,server,1.92,4 / 8,2009,130 W,Intel
1457,Intel Core i5-4340M,notebook,1.92,2 / 4,2014,512 W,Intel
1458,Intel Core i5-2500S,desktop,1.91,4 / 4,2011,65 W,Intel
1459,Intel Core i7-6498DU,notebook,1.91,2 / 4,2015,15 W,Intel
1460,Intel Pentium Gold G5420T,desktop,1.91,2 / 4,2019,35 W,Intel
1461,Intel Core i5-7200U,notebook,1.91,2 / 4,2016,512 W,Intel
1462,Intel Xeon E5-2609 v2,server,1.91,4 / 4,2013,80 W,Intel
1463,Intel Core i3-7167U,notebook,1.91,2 / 4,2017,512 W,Intel
1464,Intel Core i3-4370T,desktop,1.91,2 / 4,2015,35 W,Intel
1465,Intel Core i5-6267U,notebook,1.91,2 / 4,2015,512 W,Intel
1466,Intel Core i7-6560U,notebook,1.90,2 / 4,2015,512 W,Intel
1467,Intel Xeon W5590,server,1.90,4 / 8,2009,130 W,Intel
1468,Intel Xeon X3470,server,1.89,4 / 8,2009,95 W,Intel
1469,Intel Core i3-4130,desktop,1.89,2 / 4,2013,54 W,Intel
1470,Intel Xeon X3480,server,1.89,4 / 8,2010,95 W,Intel
1471,Intel Core i3-6100E,desktop,1.88,2 / 4,2015,35 W,Intel
1472,Intel Xeon X5570,server,1.87,4 / 8,2009,95 W,Intel
1473,Intel Celeron N5100,notebook,1.87,4 / 4,2021,6 W,Intel
1474,Intel Xeon L5609,server,1.87,4 / 4,2010,40 W,Intel
1475,Intel Core i3-4360T,desktop,1.87,2 / 4,2014,35 W,Intel
1476,Intel Core i5-L16G7,notebook,1.86,5 / 5,2020,7 W,Intel
1477,Intel Core i7-6500U,notebook,1.86,2 / 4,2015,512 W,Intel
1478,Intel Xeon E5-2407 v2,server,1.86,4 / 4,2013,80 W,Intel
1479,Intel Xeon W3570,server,1.85,4 / 8,2009,130 W,Intel
1480,Intel Pentium Gold G5500T,desktop,1.85,2 / 4,2018,35 W,Intel
1481,Intel Pentium Silver J5040,desktop,1.84,4 / 4,2019,10 W,Intel
1482,Intel Core i7-4610M,notebook,1.84,2 / 4,2014,512 W,Intel
1483,Intel Core i5-4400E,notebook,1.84,2 / 4,2013,512 W,Intel
1484,Intel Xeon W3550,server,1.84,4 / 8,2009,130 W,Intel
1485,Intel Core i7-950,desktop,1.84,4 / 8,2009,130 W,Intel
1486,Intel Pentium Gold 4417U,notebook,1.84,2 / 4,2019,1 W,Intel
1487,Intel Pentium D1508,server,1.84,2 / 4,2015,25 W,Intel
1488,Intel Pentium Gold 4415U,notebook,1.83,2 / 4,2017,512 W,Intel
1489,Intel Core i5-4570T,desktop,1.83,2 / 4,2013,35 W,Intel
1490,Intel Core i7-2715QE,notebook,1.83,4 / 8,2011,45 W,Intel
1491,Intel Xeon X5560,server,1.83,4 / 8,2009,95 W,Intel
1492,Intel Core i5-6300U,notebook,1.82,2 / 4,2015,512 W,Intel
1493,Intel Core i7-4600M,notebook,1.82,2 / 4,2013,512 W,Intel
1494,Intel Core i5-4330M,notebook,1.82,2 / 4,2013,512 W,Intel
1495,Intel Core i5-6260U,notebook,1.81,2 / 4,2015,512 W,Intel
1496,Intel Core i5-2400S,desktop,1.81,4 / 4,2011,65 W,Intel
1497,Intel Core i7-875K,desktop,1.80,4 / 8,2010,95 W,Intel
1498,Intel Core i3-10110Y,notebook,1.80,2 / 4,2019,512 W,Intel
1499,Intel Core i7-870,desktop,1.79,4 / 8,2009,95 W,Intel
1500,Intel Pentium Gold G5400T,desktop,1.79,2 / 4,2018,35 W,Intel
1501,Intel Xeon Gold 6262V,server,1.79,24 / 48,2019,135 W,Intel
1502,Intel Core i7-5557U,notebook,1.79,2 / 4,2015,512 W,Intel
1503,Intel Core i3-6100TE,desktop,1.79,2 / 4,2015,35 W,Intel
1504,Intel Core i3-4350T,desktop,1.78,2 / 4,2014,35 W,Intel
1505,Intel Core i3-4170T,desktop,1.78,2 / 4,2015,35 W,Intel
1506,Intel Core i3-6167U,notebook,1.77,2 / 4,2015,512 W,Intel
1507,Intel Pentium Silver J5005,desktop,1.77,4 / 4,2017,10 W,Intel
1508,Intel Core i5-6360U,notebook,1.76,2 / 4,2015,512 W,Intel
1509,Intel Core i5-6198DU,notebook,1.76,2 / 4,2015,512 W,Intel
1510,Intel Core i3-4330T,desktop,1.76,2 / 4,2013,35 W,Intel
1511,Intel Pentium Gold G6405T,desktop,1.76,2 / 4,2021,35 W,Intel
1512,Intel Core i3-4160T,desktop,1.75,2 / 4,2014,35 W,Intel
1513,Intel Core i5-4570TE,desktop,1.75,2 / 4,2013,35 W,Intel
1514,Intel Core i5-4210H,notebook,1.75,2 / 4,2014,512 W,Intel
1515,Intel Core i5-5287U,notebook,1.75,2 / 4,2015,512 W,Intel
1516,Intel Core i7-4578U,notebook,1.74,2 / 4,2014,512 W,Intel
1517,Intel Xeon W3540,server,1.74,4 / 8,2009,130 W,Intel
1518,Intel Core i5-4310M,notebook,1.74,2 / 4,2014,512 W,Intel
1519,Intel Pentium G4600T,desktop,1.74,2 / 4,2017,35 W,Intel
1520,Intel Xeon W3530,server,1.73,4 / 8,2010,130 W,Intel
1521,Intel Xeon L5630,server,1.73,4 / 8,2010,40 W,Intel
1522,Intel Core i5-4200H,notebook,1.72,2 / 4,2013,512 W,Intel
1523,Intel Xeon X5550,server,1.72,4 / 8,2009,95 W,Intel
1524,Intel Core i7-940,desktop,1.72,4 / 8,2008,1 W,Intel
1525,Intel Core i7-5600U,notebook,1.71,2 / 4,2015,512 W,Intel
1526,Intel Core i7-860,desktop,1.71,4 / 8,2009,95 W,Intel
1527,Intel Core i3-6100H,notebook,1.70,2 / 4,2015,512 W,Intel
1528,Intel Core i7-5650U,notebook,1.70,2 / 4,2015,512 W,Intel
1529,Intel Core i5-3470T,desktop,1.70,2 / 4,2012,35 W,Intel
1530,Intel Pentium G4560T,desktop,1.70,2 / 4,2017,35 W,Intel
1531,Intel Core i7-930,desktop,1.70,4 / 8,2010,130 W,Intel
1532,Intel Core i5-6200U,notebook,1.70,2 / 4,2015,512 W,Intel
1533,Intel Pentium Silver N6000,notebook,1.70,4 / 4,2021,6 W,Intel
1534,Intel Pentium Silver,notebook,1.70,,2020,−,Intel
1535,Intel Core i7-3540M,notebook,1.69,2 / 4,2013,512 W,Intel
1536,Intel Core i5-4308U,notebook,1.69,2 / 4,2014,512 W,Intel
1537,Intel Xeon E5-2637,server,1.69,2 / 4,2012,80 W,Intel
1538,Intel Core i7-4558U,notebook,1.68,2 / 4,2013,512 W,Intel
1539,Intel Pentium Gold 6500Y,notebook,1.68,2 / 4,2021,512 W,Intel
1540,Intel Core i5-4300M,notebook,1.68,2 / 4,2013,512 W,Intel
1541,Intel Xeon X3460,server,1.68,4 / 8,2009,95 W,Intel
1542,Intel Xeon E5-2609,server,1.67,4 / 4,2012,80 W,Intel
1543,Intel Xeon W3520,server,1.67,4 / 8,2009,130 W,Intel
1544,Intel Core i5-3380M,notebook,1.67,2 / 4,2013,512 W,Intel
1545,Intel Celeron J4125,desktop,1.66,4 / 4,2019,10 W,Intel
1546,Intel Core i5-2500T,desktop,1.66,4 / 4,2011,45 W,Intel
1547,Intel Core i3-10100Y,notebook,1.65,2 / 4,2018,512 W,Intel
1548,Intel Xeon X5492,server,1.65,,2008,150 W,Intel
1549,Intel Core i5-4210M,notebook,1.64,2 / 4,2014,512 W,Intel
1550,Intel Core i5-3360M,notebook,1.64,2 / 4,2012,512 W,Intel
1551,Intel Core i3-4150T,desktop,1.64,2 / 4,2014,35 W,Intel
1552,Intel Core i3-4130T,desktop,1.63,2 / 4,2013,35 W,Intel
1553,Intel Xeon X3450,server,1.63,4 / 8,2009,95 W,Intel
1554,Intel Xeon X5470,server,1.63,4 / 4,2008,120 W,Intel
1555,Intel Core i7-920,desktop,1.63,4 / 8,2008,1 W,Intel
1556,Intel Core i7-3520M,notebook,1.61,2 / 4,2012,512 W,Intel
1557,Intel Core i5-5257U,notebook,1.61,2 / 4,2015,512 W,Intel
1558,Intel Core i5-4278U,notebook,1.60,2 / 4,2014,512 W,Intel
1559,Intel Celeron J4105,desktop,1.60,4 / 4,2017,10 W,Intel
1560,Intel Core i5-4200M,notebook,1.59,2 / 4,2013,512 W,Intel
1561,Intel Celeron G5925,desktop,1.59,2 / 2,2020,58 W,Intel
1562,Intel Core i7-5500U,notebook,1.59,2 / 4,2015,512 W,Intel
1563,Intel Xeon E5540,server,1.59,4 / 8,2009,80 W,Intel
1564,Intel Pentium G4500,desktop,1.59,2 / 2,2015,51 W,Intel
1565,Intel Core i3-6157U,notebook,1.58,2 / 4,2016,512 W,Intel
1566,Intel Celeron G6900TE,desktop,1.58,2 / 2,2022,35 W,Intel
1567,Intel Core i7-5550U,notebook,1.58,2 / 4,2015,512 W,Intel
1568,Intel Core m3-8100Y,notebook,1.57,2 / 4,2018,512 W,Intel
1569,Intel Xeon X3440,server,1.57,4 / 8,2009,95 W,Intel
1570,Intel Core i7-870S,desktop,1.57,4 / 8,2010,82 W,Intel
1571,Intel Celeron G5905,desktop,1.57,2 / 2,2020,58 W,Intel
1572,Intel Xeon X5482,server,1.56,4 / 4,2007,150 W,Intel
1573,Intel Xeon L3426,server,1.55,,2009,45 W,Intel
1574,Intel Xeon E5530,server,1.55,4 / 8,2009,80 W,Intel
1575,Intel Xeon E5-2603 v2,server,1.55,4 / 4,2013,80 W,Intel
1576,Intel Core i3-L13G4,notebook,1.55,5 / 5,2020,7 W,Intel
1577,Intel Core i5-8210Y,notebook,1.55,2 / 4,2018,512 W,Intel
1578,Intel Processor N50,notebook,1.54,2 / 2,2023,0 W,Intel
1579,Intel Core i3-7100U,notebook,1.54,2 / 4,2016,512 W,Intel
1580,Intel Core i7-4600U,notebook,1.54,2 / 4,2013,512 W,Intel
1581,Intel Celeron G4950,desktop,1.54,2 / 2,2019,54 W,Intel
1582,Intel Core i5-5300U,notebook,1.54,2 / 4,2015,512 W,Intel
1583,Intel Pentium Gold 6405U,notebook,1.53,2 / 4,2019,1 W,Intel
1584,Intel Core m3-7Y32,notebook,1.53,2 / 4,2017,512 W,Intel
1585,Intel Core i5-3340M,notebook,1.53,2 / 4,2013,512 W,Intel
1586,Intel Celeron J4115,desktop,1.52,4 / 4,2019,4 W,Intel
1587,Intel Xeon E5607,server,1.52,4 / 4,2011,80 W,Intel
